geneId	seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	gene_name	gene_type
ENSMUSG00000068428.7	chr16	27070495	27070525	31	*	chr16:27070494-27070525	0	-	Distal Intergenic	16	26959105	26991652	32548	2	ENSMUST00000231299.1	-78843	Gmnc	protein_coding
ENSMUSG00000116926.1	chr16	27643781	27643811	31	*	chr16:27643780-27643811	0	+	Distal Intergenic	16	27843362	27844412	1051	2	ENSMUST00000232583.1	200601	Gm18234	processed_pseudogene
ENSMUSG00000116654.1	chr16	27862680	27862723	44	*	chr16:27862679-27862723	0	-	Intron (ENSMUST00000231532.1/ENSMUSG00000116654.1, intron 1 of 4)	16	27849930	27926128	76199	1	ENSMUST00000231532.1	12750	Gm10823	lincRNA
ENSMUSG00000116978.1	chr16	27928898	27928922	25	*	chr16:27928897-27928922	0	-	Distal Intergenic	16	27970029	27970345	317	2	ENSMUST00000231476.1	41423	Gm49765	processed_pseudogene
ENSMUSG00000022523.10	chr16	28345143	28345176	34	*	chr16:28345142-28345176	0	+	Intron (ENSMUST00000100024.2/ENSMUSG00000022523.10, intron 3 of 4)	16	28396945	28446075	49131	2	ENSMUST00000231717.1	100899	Fgf12	protein_coding
ENSMUSG00000022523.10	chr16	28445949	28445982	34	*	chr16:28445948-28445982	0	+	Promoter (<=1kb)	16	28396945	28446075	49131	2	ENSMUST00000231717.1	93	Fgf12	protein_coding
ENSMUSG00000022523.10	chr16	28446042	28446071	30	*	chr16:28446041-28446071	0	+	Promoter (<=1kb)	16	28396945	28446075	49131	2	ENSMUST00000231717.1	4	Fgf12	protein_coding
ENSMUSG00000022523.10	chr16	28464613	28464666	54	*	chr16:28464612-28464666	0	+	Intron (ENSMUST00000232352.1/ENSMUSG00000022523.10, intron 1 of 4)	16	28160098	28446277	286180	2	ENSMUST00000100024.2	-18336	Fgf12	protein_coding
ENSMUSG00000022523.10	chr16	28695714	28695735	22	*	chr16:28695713-28695735	0	-	Intron (ENSMUST00000232352.1/ENSMUSG00000022523.10, intron 1 of 4)	16	28162354	28753068	590715	2	ENSMUST00000232352.1	57333	Fgf12	protein_coding
ENSMUSG00000022523.10	chr16	28756618	28756640	23	*	chr16:28756617-28756640	0	-	Distal Intergenic	16	28162354	28753068	590715	2	ENSMUST00000232352.1	-3550	Fgf12	protein_coding
ENSMUSG00000076064.1	chr16	28564386	28564412	27	*	chr16:28564385-28564412	0	-	Intron (ENSMUST00000232352.1/ENSMUSG00000022523.10, intron 1 of 4)	16	28599935	28600043	109	2	ENSMUST00000102110.1	35631	Mir690	miRNA
ENSMUSG00000076064.1	chr16	28565108	28565132	25	*	chr16:28565107-28565132	0	+	Intron (ENSMUST00000232352.1/ENSMUSG00000022523.10, intron 1 of 4)	16	28599935	28600043	109	2	ENSMUST00000102110.1	34911	Mir690	miRNA
ENSMUSG00000051065.9	chr16	28841726	28841759	34	*	chr16:28841725-28841759	0	+	Intron (ENSMUST00000100023.2/ENSMUSG00000051065.9, intron 1 of 1)	16	28826176	28929673	103498	2	ENSMUST00000100023.2	87914	Mb21d2	protein_coding
ENSMUSG00000051065.9	chr16	28929704	28929737	34	*	chr16:28929703-28929737	0	-	Promoter (<=1kb)	16	28826176	28929673	103498	2	ENSMUST00000100023.2	-31	Mb21d2	protein_coding
ENSMUSG00000051065.9	chr16	28929862	28929891	30	*	chr16:28929861-28929891	0	-	Promoter (<=1kb)	16	28826176	28929673	103498	2	ENSMUST00000100023.2	-189	Mb21d2	protein_coding
ENSMUSG00000022525.13	chr16	29101166	29101198	33	*	chr16:29101165-29101198	0	-	Distal Intergenic	16	29209695	29230531	20837	1	ENSMUST00000089824.10	-108497	Plaat1	protein_coding
ENSMUSG00000022525.13	chr16	29128487	29128508	22	*	chr16:29128486-29128508	0	-	Distal Intergenic	16	29209695	29230531	20837	1	ENSMUST00000089824.10	-81187	Plaat1	protein_coding
ENSMUSG00000022525.13	chr16	29128523	29128542	20	*	chr16:29128522-29128542	0	-	Distal Intergenic	16	29209695	29230531	20837	1	ENSMUST00000089824.10	-81153	Plaat1	protein_coding
ENSMUSG00000022525.13	chr16	29160662	29160676	15	*	chr16:29160661-29160676	0	-	Distal Intergenic	16	29209695	29230531	20837	1	ENSMUST00000089824.10	-49019	Plaat1	protein_coding
ENSMUSG00000022525.13	chr16	29210002	29210028	27	*	chr16:29210001-29210028	0	+	Promoter (<=1kb)	16	29210108	29228382	18275	1	ENSMUST00000162747.7	-80	Plaat1	protein_coding
ENSMUSG00000048939.13	chr16	29408757	29408784	28	*	chr16:29408756-29408784	0	+	Intron (ENSMUST00000182627.7/ENSMUSG00000038094.15, intron 27 of 29)	16	29231851	29378732	146882	2	ENSMUST00000075806.10	-30025	Atp13a5	protein_coding
ENSMUSG00000118569.1	chr16	29451294	29451325	32	*	chr16:29451293-29451325	0	+	Intron (ENSMUST00000182627.7/ENSMUSG00000038094.15, intron 13 of 29)	16	29502490	29504183	1694	1	ENSMUST00000239142.1	-51165	AC175464.1	unprocessed_pseudogene
ENSMUSG00000116814.1	chr16	29757673	29757709	37	*	chr16:29757672-29757709	0	-	Distal Intergenic	16	29750810	29754312	3503	2	ENSMUST00000232037.1	-3361	Gm49636	lincRNA
ENSMUSG00000097184.2	chr16	30009017	30009033	17	*	chr16:30009016-30009033	0	+	Promoter (<=1kb)	16	30008667	30021430	12764	1	ENSMUST00000181485.2	350	4632428C04Rik	lincRNA
ENSMUSG00000022528.8	chr16	30068726	30068748	23	*	chr16:30068725-30068748	0	-	Distal Intergenic	16	30065340	30067796	2457	1	ENSMUST00000023171.7	3386	Hes1	protein_coding
ENSMUSG00000022528.8	chr16	30070670	30070690	21	*	chr16:30070669-30070690	0	+	Distal Intergenic	16	30065340	30067796	2457	1	ENSMUST00000023171.7	5330	Hes1	protein_coding
ENSMUSG00000101888.1	chr16	30184915	30184934	20	*	chr16:30184914-30184934	0	+	Distal Intergenic	16	30195071	30200299	5229	1	ENSMUST00000187479.1	-10137	1700025H01Rik	lincRNA
ENSMUSG00000052316.9	chr16	30283120	30283156	37	*	chr16:30283119-30283156	0	+	Promoter (<=1kb)	16	30269302	30283256	13955	2	ENSMUST00000064606.7	100	Lrrc15	protein_coding
ENSMUSG00000046546.3	chr16	30631074	30631105	32	*	chr16:30631073-30631105	0	+	Distal Intergenic	16	30599723	30602797	3075	1	ENSMUST00000059078.3	31351	Fam43a	protein_coding
ENSMUSG00000116570.1	chr16	30717650	30717677	28	*	chr16:30717649-30717677	0	+	Distal Intergenic	16	30789945	30793255	3311	2	ENSMUST00000231445.1	75578	Gm49754	lincRNA
ENSMUSG00000116570.1	chr16	30718196	30718218	23	*	chr16:30718195-30718218	0	+	Distal Intergenic	16	30789945	30793255	3311	2	ENSMUST00000231445.1	75037	Gm49754	lincRNA
ENSMUSG00000116570.1	chr16	30718396	30718413	18	*	chr16:30718395-30718413	0	+	Distal Intergenic	16	30789945	30793255	3311	2	ENSMUST00000231445.1	74842	Gm49754	lincRNA
ENSMUSG00000116570.1	chr16	30718546	30718578	33	*	chr16:30718545-30718578	0	+	Distal Intergenic	16	30789945	30793255	3311	2	ENSMUST00000231445.1	74677	Gm49754	lincRNA
ENSMUSG00000116570.1	chr16	30718691	30718733	43	*	chr16:30718690-30718733	0	+	Distal Intergenic	16	30789945	30793255	3311	2	ENSMUST00000231445.1	74522	Gm49754	lincRNA
ENSMUSG00000116570.1	chr16	30718746	30718833	88	*	chr16:30718745-30718833	0	+	Distal Intergenic	16	30789945	30793255	3311	2	ENSMUST00000231445.1	74422	Gm49754	lincRNA
ENSMUSG00000116570.1	chr16	30718941	30718963	23	*	chr16:30718940-30718963	0	+	Distal Intergenic	16	30789945	30793255	3311	2	ENSMUST00000231445.1	74292	Gm49754	lincRNA
ENSMUSG00000095791.1	chr16	30829535	30829614	80	*	chr16:30829534-30829614	0	+	Distal Intergenic	16	30814162	30814268	107	1	ENSMUST00000179690.1	15373	Gm26295	snRNA
ENSMUSG00000116572.1	chr16	31468825	31468852	28	*	chr16:31468824-31468852	0	-	Promoter (1-2kb)	16	31469926	31476353	6428	1	ENSMUST00000232608.1	-1074	Gm49695	lincRNA
ENSMUSG00000116572.1	chr16	31470508	31470540	33	*	chr16:31470507-31470540	0	+	Promoter (<=1kb)	16	31469926	31476353	6428	1	ENSMUST00000232608.1	582	Gm49695	lincRNA
ENSMUSG00000022780.5	chr16	31897547	31897570	24	*	chr16:31897546-31897570	0	+	3' UTR	16	31878810	31899020	20211	1	ENSMUST00000023464.5	18737	Meltf	protein_coding
ENSMUSG00000022791.19	chr16	32678298	32678318	21	*	chr16:32678297-32678318	0	-	Intron (ENSMUST00000115126.8/ENSMUSG00000022791.19, intron 11 of 14)	16	32673154	32683493	10340	1	ENSMUST00000115120.8	5144	Tnk2	protein_coding
ENSMUSG00000022791.19	chr16	32678535	32678553	19	*	chr16:32678534-32678553	0	-	Intron (ENSMUST00000115126.8/ENSMUSG00000022791.19, intron 11 of 14)	16	32673154	32683493	10340	1	ENSMUST00000115120.8	5381	Tnk2	protein_coding
ENSMUSG00000022791.19	chr16	32679652	32679676	25	*	chr16:32679651-32679676	0	-	Exon (ENSMUST00000115126.8/ENSMUSG00000022791.19, exon 12 of 15)	16	32673154	32683493	10340	1	ENSMUST00000115120.8	6498	Tnk2	protein_coding
ENSMUSG00000022791.19	chr16	32680829	32680852	24	*	chr16:32680828-32680852	0	+	Intron (ENSMUST00000115126.8/ENSMUSG00000022791.19, intron 12 of 14)	16	32673154	32683493	10340	1	ENSMUST00000115120.8	7675	Tnk2	protein_coding
ENSMUSG00000035506.16	chr16	33576413	33576433	21	*	chr16:33576412-33576433	0	-	Intron (ENSMUST00000121925.7/ENSMUSG00000035506.16, intron 5 of 13)	16	33596562	33664135	67574	1	ENSMUST00000122314.7	-20129	Slc12a8	protein_coding
ENSMUSG00000061751.16	chr16	34081289	34081307	19	*	chr16:34081288-34081307	0	+	Intron (ENSMUST00000114973.8/ENSMUSG00000061751.16, intron 1 of 26)	16	33969073	34095987	126915	2	ENSMUST00000114973.8	14680	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34081335	34081357	23	*	chr16:34081334-34081357	0	+	Intron (ENSMUST00000114973.8/ENSMUSG00000061751.16, intron 1 of 26)	16	33969073	34095987	126915	2	ENSMUST00000114973.8	14630	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34081367	34081389	23	*	chr16:34081366-34081389	0	+	Intron (ENSMUST00000114973.8/ENSMUSG00000061751.16, intron 1 of 26)	16	33969073	34095987	126915	2	ENSMUST00000114973.8	14598	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34524107	34524155	49	*	chr16:34524106-34524155	0	+	Distal Intergenic	16	34152035	34514086	362052	2	ENSMUST00000089655.11	-10021	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34572751	34572772	22	*	chr16:34572750-34572772	0	+	Distal Intergenic	16	34152035	34514086	362052	2	ENSMUST00000089655.11	-58665	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34572897	34572918	22	*	chr16:34572896-34572918	0	-	Distal Intergenic	16	34152035	34514086	362052	2	ENSMUST00000089655.11	-58811	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34573184	34573210	27	*	chr16:34573183-34573210	0	+	Distal Intergenic	16	34152035	34514086	362052	2	ENSMUST00000089655.11	-59098	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34573295	34573345	51	*	chr16:34573294-34573345	0	+	Distal Intergenic	16	34152035	34514086	362052	2	ENSMUST00000089655.11	-59209	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34573578	34573600	23	*	chr16:34573577-34573600	0	-	Distal Intergenic	16	34152035	34514086	362052	2	ENSMUST00000089655.11	-59492	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34573833	34573869	37	*	chr16:34573832-34573869	0	-	Distal Intergenic	16	34152035	34514086	362052	2	ENSMUST00000089655.11	-59747	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34573946	34573969	24	*	chr16:34573945-34573969	0	+	Distal Intergenic	16	34152035	34514086	362052	2	ENSMUST00000089655.11	-59860	Kalrn	protein_coding
ENSMUSG00000061751.16	chr16	34574040	34574059	20	*	chr16:34574039-34574059	0	-	Distal Intergenic	16	34152035	34514086	362052	2	ENSMUST00000089655.11	-59954	Kalrn	protein_coding
ENSMUSG00000022832.11	chr16	34612415	34612457	43	*	chr16:34612414-34612457	0	-	Distal Intergenic	16	34651188	34678618	27431	1	ENSMUST00000023530.4	-38731	Ropn1	protein_coding
ENSMUSG00000022836.11	chr16	34785137	34785158	22	*	chr16:34785136-34785158	0	+	Promoter (<=1kb)	16	34784921	35002420	217500	1	ENSMUST00000023538.8	216	Mylk	protein_coding
ENSMUSG00000022836.11	chr16	34996460	34996474	15	*	chr16:34996459-34996474	0	+	Promoter (1-2kb)	16	34994807	35001363	6557	1	ENSMUST00000231589.1	1653	Mylk	protein_coding
ENSMUSG00000022836.11	chr16	34996577	34996603	27	*	chr16:34996576-34996603	0	+	Promoter (1-2kb)	16	34994807	35001363	6557	1	ENSMUST00000231589.1	1770	Mylk	protein_coding
ENSMUSG00000022840.9	chr16	35154813	35154851	39	*	chr16:35154812-35154851	0	+	Promoter (<=1kb)	16	35154877	35305738	150862	1	ENSMUST00000114913.2	-26	Adcy5	protein_coding
ENSMUSG00000022840.9	chr16	35155477	35155500	24	*	chr16:35155476-35155500	0	-	Promoter (<=1kb)	16	35154877	35305738	150862	1	ENSMUST00000114913.2	600	Adcy5	protein_coding
ENSMUSG00000022844.8	chr16	35491015	35491041	27	*	chr16:35491014-35491041	0	+	Promoter (<=1kb)	16	35397312	35490873	93562	2	ENSMUST00000023550.8	-142	Pdia5	protein_coding
ENSMUSG00000099429.1	chr16	35520770	35520798	29	*	chr16:35520769-35520798	0	-	Distal Intergenic	16	35503170	35509419	6250	2	ENSMUST00000187829.1	-11351	1600019K03Rik	lincRNA
ENSMUSG00000052133.16	chr16	35541251	35541273	23	*	chr16:35541250-35541273	0	-	Promoter (<=1kb)	16	35541362	35664261	122900	1	ENSMUST00000120756.7	-89	Sema5b	protein_coding
ENSMUSG00000052133.16	chr16	35542376	35542395	20	*	chr16:35542375-35542395	0	+	Promoter (<=1kb)	16	35541571	35664261	122691	1	ENSMUST00000050625.14	805	Sema5b	protein_coding
ENSMUSG00000052192.5	chr16	35614461	35614480	20	*	chr16:35614460-35614480	0	-	Intron (ENSMUST00000120756.7/ENSMUSG00000052133.16, intron 1 of 20)	16	35573321	35573556	236	2	ENSMUST00000143451.1	-40905	Gm5963	processed_pseudogene
ENSMUSG00000087793.1	chr16	35660081	35660104	24	*	chr16:35660080-35660104	0	+	Exon (ENSMUST00000120756.7/ENSMUSG00000052133.16, exon 15 of 21)	16	35722087	35722233	147	2	ENSMUST00000157168.1	62129	Gm25967	snoRNA
ENSMUSG00000087793.1	chr16	35660401	35660437	37	*	chr16:35660400-35660437	0	+	Intron (ENSMUST00000120756.7/ENSMUSG00000052133.16, intron 15 of 20)	16	35722087	35722233	147	2	ENSMUST00000157168.1	61796	Gm25967	snoRNA
ENSMUSG00000097914.1	chr16	35803080	35803113	34	*	chr16:35803079-35803113	0	+	Intron (ENSMUST00000231579.1/ENSMUSG00000022849.5, intron 3 of 7)	16	35805947	35808946	3000	2	ENSMUST00000180485.1	5833	Gm26838	antisense
ENSMUSG00000116728.1	chr16	35893505	35893529	25	*	chr16:35893504-35893529	0	+	Promoter (2-3kb)	16	35891414	35893224	1811	1	ENSMUST00000232076.1	2091	Gm41467	processed_pseudogene
ENSMUSG00000088471.1	chr16	36145373	36145398	26	*	chr16:36145372-36145398	0	-	Distal Intergenic	16	36137872	36137974	103	2	ENSMUST00000157846.1	-7399	Gm23080	snRNA
ENSMUSG00000116897.1	chr16	36317161	36317181	21	*	chr16:36317160-36317181	0	-	Promoter (1-2kb)	16	36319142	36319605	464	1	ENSMUST00000232069.1	-1961	Gm49647	processed_pseudogene
ENSMUSG00000094139.1	chr16	36417312	36417336	25	*	chr16:36417311-36417336	0	+	Promoter (1-2kb)	16	36419087	36419190	104	1	ENSMUST00000180060.1	-1751	Gm22263	snRNA
ENSMUSG00000116961.1	chr16	36585083	36585108	26	*	chr16:36585082-36585108	0	-	Intron (ENSMUST00000231896.1/ENSMUSG00000116961.1, intron 1 of 3)	16	36580099	36581009	911	2	ENSMUST00000232190.1	-4074	Gm49662	lincRNA
ENSMUSG00000047746.14	chr16	36977171	36977245	75	*	chr16:36977170-36977245	0	+	Promoter (1-2kb)	16	36966073	36979136	13064	2	ENSMUST00000114806.1	1891	Fbxo40	protein_coding
ENSMUSG00000083420.1	chr16	37126610	37126629	20	*	chr16:37126609-37126629	0	+	Intron (ENSMUST00000114787.7/ENSMUSG00000022829.14, intron 25 of 27)	16	37212918	37213764	847	2	ENSMUST00000119116.1	87135	Gm15665	processed_pseudogene
ENSMUSG00000083420.1	chr16	37133157	37133207	51	*	chr16:37133156-37133207	0	-	Intron (ENSMUST00000114787.7/ENSMUSG00000022829.14, intron 24 of 27)	16	37212918	37213764	847	2	ENSMUST00000119116.1	80557	Gm15665	processed_pseudogene
ENSMUSG00000022829.14	chr16	37384430	37384458	29	*	chr16:37384429-37384458	0	-	Promoter (<=1kb)	16	37114942	37384923	269982	2	ENSMUST00000114787.7	465	Stxbp5l	protein_coding
ENSMUSG00000022829.14	chr16	37385006	37385040	35	*	chr16:37385005-37385040	0	-	Promoter (<=1kb)	16	37115656	37384962	269307	2	ENSMUST00000114780.7	-44	Stxbp5l	protein_coding
ENSMUSG00000022829.14	chr16	37385054	37385087	34	*	chr16:37385053-37385087	0	+	Promoter (<=1kb)	16	37115656	37384962	269307	2	ENSMUST00000114780.7	-92	Stxbp5l	protein_coding
ENSMUSG00000022816.11	chr16	37744413	37744434	22	*	chr16:37744412-37744434	0	-	Distal Intergenic	16	37776873	37836514	59642	1	ENSMUST00000114763.2	-32439	Fstl1	protein_coding
ENSMUSG00000022816.11	chr16	37776721	37776741	21	*	chr16:37776720-37776741	0	-	Promoter (<=1kb)	16	37776873	37836514	59642	1	ENSMUST00000114763.2	-132	Fstl1	protein_coding
ENSMUSG00000022816.11	chr16	37776988	37777035	48	*	chr16:37776987-37777035	0	+	Promoter (<=1kb)	16	37776873	37836514	59642	1	ENSMUST00000114763.2	115	Fstl1	protein_coding
ENSMUSG00000022816.11	chr16	37777173	37777210	38	*	chr16:37777172-37777210	0	+	Promoter (<=1kb)	16	37776873	37836514	59642	1	ENSMUST00000114763.2	300	Fstl1	protein_coding
ENSMUSG00000022809.4	chr16	38259540	38259583	44	*	chr16:38259539-38259583	0	+	Intron (ENSMUST00000023504.4/ENSMUSG00000022809.4, intron 2 of 8)	16	38248323	38294824	46502	2	ENSMUST00000023504.4	35241	Nr1i2	protein_coding
ENSMUSG00000022809.4	chr16	38268972	38268986	15	*	chr16:38268971-38268986	0	-	Intron (ENSMUST00000023504.4/ENSMUSG00000022809.4, intron 1 of 8)	16	38248323	38294824	46502	2	ENSMUST00000023504.4	25838	Nr1i2	protein_coding
ENSMUSG00000081651.1	chr16	38692402	38692421	20	*	chr16:38692401-38692421	0	+	Intron (ENSMUST00000023487.4/ENSMUSG00000022799.4, intron 1 of 11)	16	38685315	38685869	555	2	ENSMUST00000122206.1	-6533	Gm15530	processed_pseudogene
ENSMUSG00000081651.1	chr16	38692430	38692448	19	*	chr16:38692429-38692448	0	+	Intron (ENSMUST00000023487.4/ENSMUSG00000022799.4, intron 1 of 11)	16	38685315	38685869	555	2	ENSMUST00000122206.1	-6561	Gm15530	processed_pseudogene
ENSMUSG00000022793.17	chr16	38743630	38743667	38	*	chr16:38743629-38743667	0	-	Promoter (1-2kb)	16	38742266	38768848	26583	1	ENSMUST00000114712.7	1364	B4galt4	protein_coding
ENSMUSG00000086175.2	chr16	38852418	38852441	24	*	chr16:38852417-38852441	0	+	Intron (ENSMUST00000209595.1/ENSMUSG00000086175.2, intron 5 of 5)	16	38828906	38966070	137165	1	ENSMUST00000209595.1	23512	Gm15802	antisense
ENSMUSG00000089607.1	chr16	38973680	38973705	26	*	chr16:38973679-38973705	0	-	Intron (ENSMUST00000114706.7/ENSMUSG00000022790.14, intron 1 of 6)	16	38927209	38927307	99	1	ENSMUST00000158982.1	46471	Gm22500	snRNA
ENSMUSG00000089607.1	chr16	38976211	38976236	26	*	chr16:38976210-38976236	0	+	Intron (ENSMUST00000114706.7/ENSMUSG00000022790.14, intron 1 of 6)	16	38927209	38927307	99	1	ENSMUST00000158982.1	49002	Gm22500	snRNA
ENSMUSG00000089607.1	chr16	38976468	38976493	26	*	chr16:38976467-38976493	0	+	Intron (ENSMUST00000114706.7/ENSMUSG00000022790.14, intron 1 of 6)	16	38927209	38927307	99	1	ENSMUST00000158982.1	49259	Gm22500	snRNA
ENSMUSG00000089607.1	chr16	38979972	38980020	49	*	chr16:38979971-38980020	0	-	Intron (ENSMUST00000114706.7/ENSMUSG00000022790.14, intron 1 of 6)	16	38927209	38927307	99	1	ENSMUST00000158982.1	52763	Gm22500	snRNA
ENSMUSG00000116965.1	chr16	39101425	39101445	21	*	chr16:39101424-39101445	0	-	Distal Intergenic	16	39187463	39188906	1444	2	ENSMUST00000231748.1	87461	Gm36742	lincRNA
ENSMUSG00000116965.1	chr16	39101603	39101619	17	*	chr16:39101602-39101619	0	+	Distal Intergenic	16	39187463	39188906	1444	2	ENSMUST00000231748.1	87287	Gm36742	lincRNA
ENSMUSG00000116573.1	chr16	39359908	39359947	40	*	chr16:39359907-39359947	0	+	Distal Intergenic	16	39446749	39488234	41486	1	ENSMUST00000231761.1	-86802	Gm36903	lincRNA
ENSMUSG00000095894.1	chr16	39477174	39477225	52	*	chr16:39477173-39477225	0	+	Intron (ENSMUST00000231761.1/ENSMUSG00000116573.1, intron 2 of 3)	16	39455015	39455135	121	1	ENSMUST00000116737.2	22159	Gm24795	miRNA
ENSMUSG00000095894.1	chr16	39499316	39499351	36	*	chr16:39499315-39499351	0	+	Distal Intergenic	16	39455015	39455135	121	1	ENSMUST00000116737.2	44301	Gm24795	miRNA
ENSMUSG00000095894.1	chr16	39527234	39527272	39	*	chr16:39527233-39527272	0	-	Distal Intergenic	16	39455015	39455135	121	1	ENSMUST00000116737.2	72219	Gm24795	miRNA
ENSMUSG00000098070.1	chr16	39776685	39776703	19	*	chr16:39776684-39776703	0	-	Distal Intergenic	16	39934002	39934999	998	1	ENSMUST00000182967.1	-157299	Gm8609	processed_pseudogene
ENSMUSG00000098070.1	chr16	39862175	39862246	72	*	chr16:39862174-39862246	0	-	Distal Intergenic	16	39934002	39934999	998	1	ENSMUST00000182967.1	-71756	Gm8609	processed_pseudogene
ENSMUSG00000102456.1	chr16	40134538	40134613	76	*	chr16:40134537-40134613	0	-	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 1 of 8)	16	40127468	40127510	43	1	ENSMUST00000193417.1	7070	Gm37508	TEC
ENSMUSG00000102456.1	chr16	40159987	40160013	27	*	chr16:40159986-40160013	0	-	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 1 of 8)	16	40127468	40127510	43	1	ENSMUST00000193417.1	32519	Gm37508	TEC
ENSMUSG00000099168.1	chr16	40796987	40797033	47	*	chr16:40796986-40797033	0	+	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 2 of 8)	16	41066426	41066576	151	2	ENSMUST00000183933.1	269543	Gm27717	misc_RNA
ENSMUSG00000104844.1	chr16	41251577	41251623	47	*	chr16:41251576-41251623	0	-	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 2 of 8)	16	41217777	41217836	60	1	ENSMUST00000198352.1	33800	Gm47276	miRNA
ENSMUSG00000098665.1	chr16	41322636	41322701	66	*	chr16:41322635-41322701	0	-	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 2 of 8)	16	41299734	41299896	163	2	ENSMUST00000185116.1	-22740	Gm27587	misc_RNA
ENSMUSG00000101463.1	chr16	41447579	41447617	39	*	chr16:41447578-41447617	0	-	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 2 of 8)	16	41413166	41431092	17927	2	ENSMUST00000186327.1	-16487	Gm28750	antisense
ENSMUSG00000101463.1	chr16	41447706	41447767	62	*	chr16:41447705-41447767	0	-	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 2 of 8)	16	41413166	41431092	17927	2	ENSMUST00000186327.1	-16614	Gm28750	antisense
ENSMUSG00000101463.1	chr16	41447857	41447889	33	*	chr16:41447856-41447889	0	-	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 2 of 8)	16	41413166	41431092	17927	2	ENSMUST00000186327.1	-16765	Gm28750	antisense
ENSMUSG00000061080.11	chr16	41599953	41600024	72	*	chr16:41599952-41600024	0	+	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 3 of 8)	16	41533037	42181679	648643	1	ENSMUST00000099761.9	66916	Lsamp	protein_coding
ENSMUSG00000061080.11	chr16	41823593	41823632	40	*	chr16:41823592-41823632	0	-	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 3 of 8)	16	41533037	42181679	648643	1	ENSMUST00000099761.9	290556	Lsamp	protein_coding
ENSMUSG00000116841.1	chr16	42003856	42003903	48	*	chr16:42003855-42003903	0	+	Intron (ENSMUST00000187695.6/ENSMUSG00000061080.11, intron 5 of 8)	16	42184772	42184917	146	2	ENSMUST00000232237.1	181014	Gm49737	processed_pseudogene
ENSMUSG00000047261.9	chr16	42416152	42416217	66	*	chr16:42416151-42416217	0	-	Distal Intergenic	16	42248442	42340651	92210	2	ENSMUST00000102817.4	-75501	Gap43	protein_coding
ENSMUSG00000094605.1	chr16	43148477	43148495	19	*	chr16:43148476-43148495	0	-	Intron (ENSMUST00000114694.8/ENSMUSG00000022708.16, intron 5 of 14)	16	43126233	43126339	107	1	ENSMUST00000180317.1	22244	Gm25873	snRNA
ENSMUSG00000083827.1	chr16	43182519	43182553	35	*	chr16:43182518-43182553	0	-	Promoter (2-3kb)	16	43184573	43185728	1156	1	ENSMUST00000120369.1	-2020	Gm15712	processed_pseudogene
ENSMUSG00000116684.1	chr16	43704030	43704057	28	*	chr16:43704029-43704057	0	-	Intron (ENSMUST00000232267.1/ENSMUSG00000116684.1, intron 1 of 2)	16	43694097	43710832	16736	2	ENSMUST00000232267.1	6775	Gm49735	lincRNA
ENSMUSG00000116684.1	chr16	43704085	43704109	25	*	chr16:43704084-43704109	0	-	Intron (ENSMUST00000232267.1/ENSMUSG00000116684.1, intron 1 of 2)	16	43694097	43710832	16736	2	ENSMUST00000232267.1	6723	Gm49735	lincRNA
ENSMUSG00000036304.14	chr16	43979524	43979555	32	*	chr16:43979523-43979555	0	-	Promoter (<=1kb)	16	43965033	43979791	14759	2	ENSMUST00000231700.1	236	Zdhhc23	protein_coding
ENSMUSG00000068284.14	chr16	44245081	44245109	29	*	chr16:44245080-44245109	0	+	Intron (ENSMUST00000136381.7/ENSMUSG00000022696.17, intron 23 of 24)	16	44173397	44227463	54067	1	ENSMUST00000169582.2	71684	Usf3	protein_coding
ENSMUSG00000093046.1	chr16	44558458	44558482	25	*	chr16:44558457-44558482	0	+	Promoter (<=1kb)	16	44558046	44558129	84	2	ENSMUST00000175305.1	-329	Mir3081	miRNA
ENSMUSG00000022687.12	chr16	44558993	44559009	17	*	chr16:44558992-44559009	0	+	Promoter (<=1kb)	16	44485049	44558897	73849	2	ENSMUST00000114634.2	-96	Boc	protein_coding
